ax,ay,az,label
-3.249453,-8.93839,0.378066,2
-14.94557,0.857827,-1.557728,2
-9.29492,-5.320441,1.006182,2
4.278367,-14.32104,-2.632105,2
1.981257,-13.61875,-3.227918,2
-9.016156,-1.554138,-0.92004,2
-15.82972,-2.227718,-1.302892,2
-5.448457,-8.233703,-1.988436,2
10.32982,-15.3344,-0.147159,2
-2.651247,-9.605987,-0.471386,2
-10.62652,-0.242872,0.61017,2
-10.24966,-6.323034,0.078963,2
4.156333,-14.33181,-3.629912,2
5.194818,-12.89851,-0.336192,2
-11.6351,-4.650451,0.052642,2
-12.96312,-3.278167,-2.45025,2
-5.069195,-8.02792,1.378266,2
6.500103,-17.16252,-3.578466,2
3.254239,-9.495917,-1.012164,2
-13.82693,0.689133,0.829113,2
-9.902697,-4.328616,-1.889133,2
3.789035,-14.21456,-0.382852,2
1.505085,-12.67359,-3.506682,2
-4.348955,-5.151748,-0.839881,2
-15.61317,-4.321437,0.57667,2
-8.377273,-6.933204,-1.666601,2
7.970493,-16.88017,-0.745364,2
1.316052,-11.15055,-2.397608,2
-9.335598,-1.284946,0.357727,2
-11.6686,-1.178465,1.25025,2
-0.055035,-13.45484,-3.14058,2
6.313462,-16.06063,-0.451047,2
-7.716853,-6.793224,-1.454836,2
-11.21875,-1.594816,0.379262,2
-9.15494,-8.035098,-0.059821,2
8.532805,-17.68535,-5.125426,2
3.742374,-11.37189,0.988236,2
-10.40998,-1.600798,-1.756332,2
-14.79482,-0.93679,-0.411566,2
-2.282753,-10.24607,-1.116252,2
6.161518,-16.98904,-1.701297,2
-1.213161,-10.27957,-0.174676,2
-14.67398,-0.924826,1.081556,2
-6.936793,-8.206185,-0.028714,2
6.300302,-17.49991,-0.631705,2
9.88834,-15.01735,-1.913062,2
-6.546762,-4.13719,1.836491,2
-14.58066,1.177269,-3.073581,2
-5.094319,-11.78585,-2.880959,2
5.992825,-16.87538,-1.12343,2
-1.538585,-9.659825,-1.836491,2
-10.61097,-0.646062,0.527617,2
-14.84627,-5.617151,-0.839881,2
6.321837,-14.9013,-2.025524,2
4.321437,-13.70489,3.278167,2
-6.958328,-5.270192,-2.798406,2
-12.38884,0.458226,2.681158,2
-6.175875,-10.04028,-1.377069,2
7.57089,-19.64627,-1.785046,2
-0.230907,-9.54497,0.303888,2
-10.91845,-1.39023,0.899701,2
-9.707682,-7.277771,0.022732,2
-1.543371,-13.64986,-2.714657,2
9.132208,-15.91227,-1.025324,2
-6.614958,-6.238089,0.862613,2
-14.93241,1.07677,-1.567299,2
-5.188836,-7.798209,1.178465,2
6.022735,-17.41616,-2.104488,2
2.624927,-12.42952,-0.318245,2
-11.89951,-0.035892,1.328017,2
-12.08256,-5.898308,-1.645066,2
2.10688,-13.39024,-0.418744,2
6.15434,-17.77867,0.868595,2
-0.185444,-8.800802,-2.859423,2
-13.07438,1.545763,1.668994,2
-9.93141,-7.264609,-2.151147,2
6.825527,-14.62374,-0.128016,2
1.519442,-11.61596,-1.214357,2
-9.436095,-2.7003,-0.68674,2
-13.65823,-3.303292,-0.084945,2
-6.388836,-8.657232,-2.176272,2
9.88475,-17.94497,-2.03031,2
-2.461018,-8.385648,-0.111266,2
-11.80499,1.160519,-0.409173,2
-8.624928,-3.565306,2.524428,2
3.002992,-14.91686,-2.901298,2
6.29432,-12.12443,-0.288335,2
-8.092526,-3.178865,0.984646,2
-14.54956,-4.487739,-2.927619,2
-2.913262,-9.12503,0.196211,2
8.988639,-19.15335,0.315853,2
-2.103291,-10.09412,-1.928615,2
-11.18046,-0.415155,1.261017,2
-6.89133,-6.330213,3.574877,2
4.636094,-18.02035,-2.860619,2
4.411169,-12.11965,0.486939,2
-9.68136,-2.719443,1.115055,2
-12.73101,-7.070791,-0.819542,2
0.915255,-12.3697,0.943969,2
10.90529,-21.61676,1.245464,2
2.03031,-11.89472,0.133998,2
-9.798609,-2.40359,3.439683,2
-4.176672,-8.126026,1.536192,2
6.73101,-20.24687,-1.892723,2
3.646662,-11.76431,0.946361,2
-7.162915,-2.215754,3.37388,2
-10.16112,-8.023134,0.556331,2
2.074577,-15.22792,-1.083949,2
11.75474,-17.61117,-0.062213,2
-3.432504,-8.645268,1.044467,2
-12.17229,-0.311067,0.239282,2
-1.78026,-9.802198,1.118644,2
8.038688,-20.67877,-0.425922,2
2.237289,-10.98904,-0.946361,2
-8.860622,-0.770489,2.12363,2
-12.28714,-7.092326,-2.642873,2
1.442872,-12.88894,-3.658626,2
7.092326,-16.0008,-0.01675,2
-4.364508,-6.721439,-1.495514,2
-11.47837,0.802792,2.0004,2
-3.966104,-8.088937,-0.273978,2
7.514659,-20.5687,-1.756332,2
3.960122,-11.24268,-0.11007,2
-12.9703,0.672383,0.41994,2
-9.671789,-7.186843,-2.945565,2
0.614955,-12.3362,-0.494118,2
6.07418,-17.10629,-2.754139,2
-2.033899,-7.31127,-0.977468,2
-11.98924,2.281556,0.445065,2
-6.685547,-6.993024,-0.157926,2
9.330812,-18.30509,-0.075374,2
2.256432,-12.5025,-1.412962,2
-10.62294,0.025125,-1.022932,2
-12.55275,-3.882355,-0.189033,2
-2.528017,-12.74537,-1.905883,2
9.77827,-17.93062,-0.819542,2
-1.392623,-9.492327,-1.160519,2
-11.36232,-0.151944,-0.543171,2
-7.578069,-6.236893,1.329213,2
8.086544,-15.70051,-2.181058,2
3.416951,-11.52503,-1.42373,2
-11.06322,-1.495514,0.407976,2
-14.01835,-2.288735,-3.032902,2
-2.388037,-11.39582,-1.256232,2
8.073383,-19.75873,-1.128216,2
0.075374,-9.399008,-1.957329,2
-11.76312,0.081356,1.981257,2
-9.797412,-4.589434,-1.9669,2
3.067599,-16.02473,-2.361716,2
3.554538,-9.792627,0.457029,2
-8.958729,-2.684747,-1.708475,2
-13.84846,-2.959922,0.13998,2
-4.398008,-9.562916,-1.01336,2
9.774681,-21.31526,-1.67019,2
-0.552742,-10.57269,-0.136391,2
-13.44886,0.285942,-0.417548,2
-12.51805,-2.080559,0.312263,2
-0.052642,-12.65444,-3.492325,2
6.440282,-12.536,-2.020739,2
-8.328219,-1.902294,-0.174676,2
-13.06361,-1.226322,0.138784,2
-5.404191,-10.02473,-0.661615,2
6.612566,-19.1713,-1.154537,2
4.381258,-12.59941,-2.104488,2
-8.724232,-0.996611,1.429712,2
-15.79742,-2.22054,-0.709472,2
2.677569,-11.51426,-2.355734,2
5.56092,-14.47059,-0.829113,2
-3.01376,-7.124629,-1.737189,2
-12.72264,0.449851,2.414358,2
-8.823533,-10.12643,-1.395016,2
7.819745,-18.34697,-2.303092,2
1.092324,-10.71626,-1.980061,2
-8.193025,-3.135794,-1.428515,2
-13.75993,0.891326,0.728615,2
-0.622134,-9.541381,0.68674,2
-14.48615,-0.885344,0.942772,2
-7.177271,-9.777073,-0.431904,2
7.071988,-20.04826,-0.805185,2
0.599402,-11.82413,-1.429712,2
-10.15155,-3.335595,0.571885,2
-11.37548,-3.29731,1.124627,2
-1.922633,-13.32922,-1.600798,2
8.733803,-13.88794,-0.977468,2
-3.905087,-8.062616,1.219143,2
-12.83032,-1.615155,2.927619,2
-3.07717,-12.98465,0.961915,2
12.77289,-23.7691,-0.307478,2
4.193422,-13.57807,1.971686,2
-11.98924,-3.512664,0.957129,2
-9.845268,-4.551149,-0.043071,2
4.542774,-15.51626,0.13998,2
6.452246,-12.58266,0.387637,2
-3.884748,-5.85763,0.211765,2
-10.87897,-2.271985,2.667997,2
-1.842474,-13.34836,0.476172,2
10.23291,-22.44348,-1.793421,2
2.865405,-11.51546,0.442672,2
-13.27538,-1.014557,1.671387,2
-8.008778,-4.510471,0.031107,2
2.556731,-16.06182,0.340977,2
7.689335,-11.89353,-1.671387,2
-4.262814,-4.35733,2.135594,2
-11.47,-2.228914,0.12682,2
-1.217947,-10.74138,-1.537389,2
9.085547,-22.65285,-1.324427,2
-3.511467,-11.30968,-0.474975,2
-9.814162,-0.384048,1.234697,2
-13.39502,-2.667997,1.32682,2
5.556134,-14.19542,-1.64028,2
10.52244,-15.94816,1.353141,2
-3.215954,-6.614958,0.748953,2
-9.728021,-2.909672,1.307678,2
-2.24686,-12.33859,-0.154337,2
7.940582,-21.50669,-1.050449,2
5.504688,-12.33022,-1.36032,2
-12.34696,-1.499103,0.331406,2
-14.802,-2.242075,-1.524228,2
2.508874,-11.62194,-0.252443,2
7.170093,-15.46601,-1.266999,2
-1.477568,-6.575477,0.637687,2
-12.67717,0.349352,1.592423,2
-5.540581,-11.41735,-0.75015,2
10.13959,-19.39981,0.253639,2
2.865405,-13.20719,-0.011964,2
-4.606184,-4.436294,-1.105484,2
-12.61376,-1.442872,0.533599,2
0.022732,-12.09692,-2.919244,2
11.46162,-16.77967,2.193022,2
-2.969493,-8.312666,-1.336391,2
-13.36152,0.850649,-0.903291,2
-5.79063,-8.961122,0.136391,2
4.600202,-17.34916,-1.353141,2
3.622734,-12.6365,-1.258625,2
-7.304091,-2.266003,1.061217,2
-11.51067,-2.587838,-3.253042,2
-0.198604,-11.63749,1.404587,2
9.046066,-17.30848,-2.749353,2
-0.284746,-8.592626,0.224925,2
-11.96052,-0.7669,0.942772,2
-9.113065,-7.379465,0.013161,2
4.415954,-16.49014,-0.558724,2
3.31047,-13.40938,-1.003789,2
-4.957928,-4.235296,-2.366502,2
-12.81117,-1.135394,2.100899,2
-3.007778,-8.547162,-2.146362,2
7.85803,-17.32164,-0.239282,2
1.624727,-8.941978,-3.192025,2
-13.08276,-0.078963,1.43689,2
-11.52982,-5.022535,0.25005,2
-0.035892,-11.58485,-3.165704,2
7.873583,-16.32743,-4.376472,2
-8.660821,-4.470989,1.246661,2
-11.85644,-1.215554,-2.440679,2
-3.756732,-8.377273,1.002593,2
7.099505,-16.82872,-0.25005,2
0.212961,-8.273185,-3.316452,2
-12.76212,0.038285,1.974079,2
-10.4016,-7.208378,1.118644,2
0.848256,-12.18665,-2.456232,2
5.80738,-14.79961,-3.70409,2
-9.253046,-3.601198,1.676172,2
-12.06102,-2.292324,-2.452643,2
-3.498307,-9.94816,3.163311,2
8.916854,-18.56352,0.342174,2
1.191626,-10.09771,-1.387837,2
-12.14597,-1.304088,2.542374,2
-10.36571,-9.077173,1.853241,2
3.789035,-15.01855,-2.486143,2
5.374279,-14.87857,-1.641476,2
-8.652448,-4.770092,0.04666,2
-12.64966,-3.127419,-1.235893,2
-4.035496,-10.30828,3.121437,2
10.08336,-19.1354,-1.312463,2
0.87697,-10.37169,-0.248854,2
-11.27378,-0.629312,2.109273,2
-8.218149,-11.6004,2.551945,2
6.393622,-16.5356,-0.666401,2
4.524827,-15.18844,1.590031,2
-4.4674,-7.123433,-0.851845,2
-10.87059,-4.833502,3.844069,2
-4.286742,-10.64926,0.911665,2
9.378669,-18.32663,-0.708275,2
-0.224925,-10.84667,-0.705883,2
-13.78385,-0.512064,0.583849,2
-11.8014,-4.265206,2.501696,2
-0.09332,-15.36192,-0.824327,2
9.663414,-16.23291,-2.927619,2
-3.707679,-7.531409,4.115655,2
-8.889336,-5.536992,0.031107,2
-5.481957,-8.82114,2.757728,2
7.271788,-19.11267,-1.866402,2
5.434101,-11.2367,-0.191426,2
-9.811769,-3.330809,2.346163,2
-11.86242,-5.181658,1.198804,2
4.554738,-13.98964,-0.224925,2
5.842077,-20.78406,0.829113,2
-1.476372,-9.830912,-0.294317,2
-9.225528,-4.353741,3.662215,2
-7.952547,-8.43111,-0.674776,2
6.775277,-19.09353,-1.531407,2
6.202196,-11.63749,-0.078963,2
-10.40519,-2.745764,3.76391,2
-9.786645,-7.566105,0.696311,2
6.56112,-13.803,0.691526,2
6.403194,-20.05305,0.099302,2
-3.138187,-8.304291,-0.655633,2
-10.9017,-3.589234,2.831906,2
-7.141379,-7.732407,0.455833,2
6.929615,-17.62792,-1.540978,2
6.941578,-9.11785,-1.868794,2
-12.3027,-0.999003,3.145365,2
-10.37528,-6.927222,-1.12702,2
2.490928,-12.08256,-0.129212,2
3.637091,-16.36691,-3.164508,2
-4.711468,-6.118448,-1.660619,2
-13.58166,-1.667797,3.141776,2
-6.257231,-7.895118,-0.723829,2
6.224928,-16.66601,-2.892923,2
0.342174,-6.838687,-3.318845,2
-13.69412,0.708275,0.764507,2
-11.81815,-6.485745,0.138784,2
5.237889,-16.45066,-2.17029,2
2.511267,-14.37608,-0.190229,2
-9.639486,-2.050649,-1.555335,2
-11.82653,-4.748557,0.264407,2
-1.07677,-12.26322,1.130609,2
6.57428,-17.23311,0.031107,2
-2.303092,-6.400801,0.008375,2
-12.76691,-1.941776,-0.391227,2
-5.742775,-10.35614,2.940779,2
8.325827,-20.71706,-1.094716,2
3.4672,-15.21955,0.088534,2
-10.90409,-0.951147,0.693919,2
-10.41955,-5.161318,0.022732,2
4.246064,-15.86202,1.913062,2
11.97727,-18.85903,2.56032,2
-3.416951,-6.613762,2.358127,2
-10.71745,-2.396412,-0.902094,2
-3.207579,-11.80499,2.243271,2
8.41436,-20.86661,-0.058624,2
2.98385,-14.19781,0.357727,2
-10.26282,-0.437887,1.731207,2
-10.69951,-5.111069,-0.348156,2
5.751149,-15.32005,0.833899,2
9.879965,-17.99881,2.62373,2
0.165105,-7.415358,-0.345763,2
-11.17568,-0.721436,2.295913,2
-4.285545,-13.63071,0.246461,2
9.994821,-19.47399,-0.133998,2
2.48375,-14.53161,0.903291,2
-9.786645,-1.149751,-0.819542,2
-11.78345,-4.784449,0.321835,2
3.487539,-13.90589,-0.0335,2
7.23111,-15.36431,0.448654,2
-1.962115,-6.148358,-0.269193,2
-13.88555,2.142773,2.043471,2
-3.211168,-12.50848,-0.725025,2
9.400204,-19.31965,1.18684,2
2.976671,-13.42254,-1.501496,2
-12.10768,-2.695515,-0.084945,2
-11.74397,-3.329613,-0.726222,2
-0.301496,-12.64726,-0.57667,2
7.750352,-14.48734,-1.15693,2
-4.1671,-5.598009,0.297906,2
-13.87478,2.799603,-1.007378,2
-4.845466,-11.03929,-2.660819,2
7.267003,-18.60539,-0.629312,2
-0.897308,-11.45205,-2.958725,2
-11.66022,-1.67019,0.032303,2
-11.87438,-3.62393,-0.943969,2
-1.491925,-11.62553,-1.184447,2
10.32144,-14.59622,-0.76331,2
-5.836095,-5.800202,3.515056,2
-10.54278,0.897308,-1.84367,2
-4.614559,-11.40419,1.290928,2
5.929415,-20.01357,-0.815953,2
-0.941576,-10.74497,-2.304288,2
-12.09213,-0.776471,2.366502,2
-12.00958,-4.733004,-1.251446,2
1.917847,-12.20459,-1.168894,2
9.613165,-16.07498,2.099702,2
-3.905087,-6.833901,1.735993,2
-11.41735,-1.042074,-0.64008,2
-6.215356,-9.187243,2.591427,2
6.893722,-21.70529,-2.995814,2
2.017149,-12.03111,0.51326,2
-10.54637,-1.526621,2.084148,2
-10.98306,-7.197611,-0.381655,2
3.348755,-14.17987,-0.061017,2
6.191429,-16.15993,3.080759,2
-0.823131,-7.208378,-2.196611,2
-15.9697,-0.424726,3.655036,2
-4.699504,-9.960124,-1.314856,2
8.975477,-19.35315,0.362513,2
2.554338,-15.36671,0.106481,2
-10.94357,-1.07677,1.921437,2
-8.842677,-8.755338,1.724029,2
0.337388,-13.63191,1.859223,2
8.754142,-17.90429,-0.507278,2
-1.424926,-8.790034,0.882952,2
-16.16591,-0.29671,1.432104,2
-3.192025,-11.73919,-1.044467,2
10.25085,-18.57788,2.29352,2
0.934397,-16.7019,-0.989432,2
-7.768299,-1.879562,0.692722,2
-11.32882,-6.422336,1.951347,2
1.850848,-14.2038,-0.964308,2
12.27877,-17.15056,1.493121,2
-4.652844,-9.189635,1.176072,2
-9.292527,-0.695115,-0.507278,2
-4.84068,-12.39961,2.455036,2
9.23151,-19.18685,-1.200001,2
5.12782,-14.13081,-0.59342,2
-7.615158,-2.895315,1.447658,2
-13.58047,-5.322834,-0.606581,2
4.21735,-14.0028,-0.160319,2
8.764909,-17.05484,1.871187,2
-3.064009,-9.553344,-0.464208,2
-8.037491,-0.494118,2.764907,2
-5.48076,-9.856036,1.712065,2
8.392825,-20.26123,-1.476372,2
4.890929,-11.24627,1.219143,2
-11.30848,-4.667201,1.113859,2
-7.538588,-7.294519,-1.452443,2
-0.471386,-11.99283,2.679961,2
10.56192,-18.1364,-0.510868,2
3.936193,-8.668,0.202194,2
-15.21716,-1.018146,2.796013,2
-4.4339,-7.914261,-1.349552,2
7.308877,-19.45843,0.275175,2
0.654437,-10.59063,-0.652044,2
-7.128219,-2.319842,1.191626,2
-9.583255,-7.227521,1.071985,2
-3.388237,-10.85025,-1.849652,2
11.49991,-17.12782,-1.014557,2
-2.930012,-8.502895,-0.774078,2
-14.35694,-0.104088,-0.346959,2
-3.923033,-6.038288,2.143969,2
5.557331,-16.39442,-1.542174,2
4.052245,-13.62473,-0.719043,2
-8.476574,-0.556331,0.655633,2
-12.28714,-6.037091,-1.932204,2
0.118445,-10.64088,-0.893719,2
4.381258,-17.02493,-2.035096,2
2.443072,-9.196815,-3.152544,2
-11.45205,2.200201,2.242075,2
-10.60499,-5.970093,-1.270589,2
6.172286,-12.98106,0.778864,2
5.910272,-13.45484,-0.702293,2
-5.551349,-6.245267,-1.153341,2
-11.20679,-3.366702,1.719243,2
-6.650851,-10.56312,-0.614955,2
12.39482,-18.804,-4.210171,2
0.893719,-9.225528,-0.242872,2
-12.62573,-0.055035,-0.461815,2
-9.94816,-3.099902,3.28056,2
2.248057,-13.58525,-3.104687,2
9.069994,-12.8674,-1.238286,2
-5.350351,-7.412964,0.239282,2
-13.89392,-3.345166,-2.714657,2
-6.234499,-6.465407,-0.278764,2
6.530013,-17.85046,-2.021935,2
1.604388,-10.4028,-2.75055,2
-10.15873,-0.514457,2.405983,2
-9.74477,-0.690329,-0.847059,2
1.255036,-15.26142,-0.647258,2
7.109076,-13.60439,-0.379262,2
-7.695317,-4.323831,-2.315056,2
-12.25604,-3.650251,-2.398805,2
-10.11685,-5.548955,0.95354,2
4.900501,-17.45803,-4.54756,2
3.877569,-9.159724,-1.022932,2
-12.53361,0.331406,1.172483,2
-9.081958,-1.878366,-2.301895,2
1.107877,-13.38545,-0.369691,2
5.150551,-15.21716,-2.926422,2
-7.831708,-3.43729,-1.862812,2
-13.5027,-2.59023,-0.043071,2
-9.330812,-6.455835,-1.295714,2
8.161918,-17.43291,-2.941976,2
4.418347,-11.56212,1.389034,2
-8.696713,-1.959722,-0.637687,2
-13.42373,-1.024128,1.753939,2
-0.736989,-10.91366,-3.816552,2
8.172686,-16.62174,-2.752943,2
-6.057431,-6.105287,-0.496511,2
-14.90489,0.311067,-1.07677,2
-8.458628,-8.815158,-1.092324,2
